ashlen,F
ashley,M,F
ashli,F
ashlie,F
ashlin,M,F
ashling,F
ashly,F
ashlyn,F
ashok,M
ashon,M
ashrita,F
ashton,M,F
ashutosh,M
ashwin,M
ashwini,M
asia,F
asija,M
asisa,F
askini,F
asley,F
asmita,F
asparouh,M
asparukh,M
aspasia,F
aspen,F
asser,M
assunta,F
asta,F
astera,F
astin,M
astley,M,F
astra,F
astred,F
astrid,F
astrix,F
astyr,F
asuman,M
asuncion,F
asvathama,M
asvin,M
aswad,M
asztrik,M
atalanta,F
atara,F
atena,F
athalia,F
athan,M
atharvan,M
athena,F
athene,F
atherol,M
athol,M
athracht,F
atifa,F
atilla,M
atlanta,F
atlante,F
atmaja,F
atmajyoti,M
atman,M
atrayl,M
atrius,M
atrus,M
attila,M
attis,M
attisa,M
attisian,M
atul,M
atulya,M
aube,M
auberon,M
aubert,M
auberta,F
aubin,M
aubine,F
aubree,F
aubrette,F
aubrey,M,F
aubrie,F
aubry,F
auburn,M
audery,F
audey,F
audi,F
audie,F
audlin,F
audora,F
audra,F
audre,F
audrea,F
audrey,F
audria,F
audric,M
audrie,F
audry,F
audrye,F
audun,M,F
audy,F
augie,M
august,M
augusta,M,F
auguste,F
augustin,M
augustina,M,F
augustine,M,F
augusto,M
augustus,M
augy,M
aundrea,F
aundy,F
aura,F
aure,F
aurea,F
aurek,M
aurel,F
aurelea,F
aurelia,F
aurelie,F
aurelio,M
aurelius,M
auria,F
aurie,F
aurilia,F
aurilio,M
aurilius,M
aurkene,F
aurlie,F
auroora,F
aurora,F
aurore,F
aurthur,M
ausiana,F
aussi,F
aussie,F
austen,M
austin,M,F
austina,F
austine,F
autumn,F
ava,F
avalina,F
avaline,F
avalon,M
avani,F
avanti,F
avantika,F
avasa,F
avaset,F
ave,M,F
avelina,F
aveline,F
avena,F
aveolela,F
averell,M
averi,M,F
averil,M,F
averill,M
avery,M,F
averyl,F
aves,M,F
avi,F
avia,F
avictor,M
avie,F
avigdor,M
avinash,M
avis,F
avital,F
aviva,F
avivah,F
avraham,M
avram,M
avril,F
avrit,F
avrom,M
awilda,F
ax,M
axana,F
axe,M
axel,M
axelia,F
axtel,M
ayako,F
ayala,F
ayame,F
ayana,F
ayanna,F
ayasha,F
ayelin,F
ayesha,F
ayiana,F
ayisha,F
ayita,F
ayla,F
aylen,F
aylin,F
aylmar,M
aylmer,M
ayme,F
aymer,M
ayn,F
aynsley,F
ayse,F
aysegül,F
ayumi,F
ayush,M
ayushi,F
ayushmati,F
az,F
aza,F
azadeh,F
azalea,F
azalee,F
azalia,F
azalyn,F
azaria,F
azio,M
aziza,F
azize,F
azland,F
azrael,F
azucena,F
azura,F
azure,F
azy,F
azzie,F
ba,M,F
baako,F
bab,F
babara,F
babb,F
babbette,F
babbie,F
babette,F
babita,F
babs,F
babul,M
bacia,F
bae,M
bageshwari,F
bagrat,M
bahar,F
baharak,F
bahram,M
bail,M
bailee,M
bailey,M,F
bailie,M
baillie,M
baily,M
baingana,M
baird,M
bairn,M
baji,F
bajnok,M
baka,F
bakari,M
bakarne,F
baker,M,F
balavan,M
balbina,F
balbo,M
bald,M
balder,M
baldovino,M
balduin,M
baldwin,M
baldwyn,M
bale,M
bali,M
balik,M
balin,M
balint,M
ballard,M
balram,M
balthazar,M
balwin,M
bambi,F
bambie,F
bamby,F
ban,M
banan,F
bancroft,M
bandele,M
bane,M
bank,M
bankim,M
banky,M
banning,M
bansari,F
bansi,M
bansuri,F
banu,F
bao,F
bar,M,F
bara,F
barabara,F
barabas,M
barabba,M
barak,M
barakah,F
baran,M
bararella,F
barb,F
barbabas,M
barbabra,F
barbar,F
barbara,F
barbara-anne,F
barbaraanne,F
barbe,F
barbee,F
barber,M
barbera,F
barbette,F
barbey,F
barbi,F
barbie,F
barbour,M
barbra,F
barbs,F
barby,F
barclay,M
bard,M
barde,M
barden,M
bardo,M
bardon,M
barend,M
bari,M,F
barie,M
barika,F
barklay,M
barkley,M
barks,M
barksdale,M
barn,M
barna,M
barnabas,M
barnabe,M
barnaby,M
barnard,M
barnebas,M
barnet,M
barnett,M
barney,M
barnie,M
barny,M
baron,M
barr,M
barret,M
barrett,M
barretta,F
barri,M
barrie,M,F
barris,M
barron,M
barry,M,F
barrymore,M
bars,M
barse,M
bart,M
bartel,M
barth,M
barthel,M
barthol,M
bartholemy,M
bartholomeo,M
bartholomeus,M
bartholomew,M
bartie,M
bartlet,M
bartlett,M
bartley,M
bartold,M
bartolemo,M
bartolomeo,M
barton,M
bartram,M
barty,M
baruch,M
bary,M
baryram,M
base,M
basha,F
basia,M,F
basil,M
basile,M
basilia,M,F
basilio,M
basilius,M
basilo,M
basimah,F
bastiaan,M
bastian,M
bastien,M
basya,F
bat,M
bates,M,F
batholomew,M
bathsheba,F
bathshua,F
batsheva,F
batya,F
baudoin,M
baul,M
bavol,M
bax,M
baxie,M
baxley,M,F
baxter,M,F
baxy,M
bay,M
bayanai,M
bayard,M
bayless,M
bayley,M
baylor,M
bayo,F
bazyli,M
bea,F
beacan,M
beacher,M
beagan,M
beah,F
beale,M
bealle,M
beaman,M
bear,M
beardsley,M
bearnard,M
beata,F
beate,F
beatirsa,F
beatrice,F
beatris,F
beatrisa,F
beatrix,F
beatriz,F
beattie,F
beau,M
beaufort,M
beaulah,F
beaumont,M
beauregard,M
bebe,M,F
becca,F
beccalynn,F
becha,F
beck,M
becka,F
becki,F
beckie,F
becky,F
becse,M
bede,M
bedelia,F
bee,F
beecher,M
beeman,M
beilul,F
beitris,F
bekki,F
bel,F
bela,F
belden,M
beldon,M
belen,M,F
belia,F
belicia,F
belinda,F
belita,F
belkis,F
bell,F
bella,F
belladonna,F
bellamy,M
bellanca,F
belle,F
bellina,F
beltran,M
belva,F
belvia,F
belynda,F
bem,M
bemus,M
ben,M
bence,M
bendick,M
bendicty,M
bendite,F
bendix,M
bene,M
benedekt,M
benedetta,F
benedetto,M
benedick,M
benedict,M
benedicta,F
benedicto,M
benedikt,M
benedikta,F
benen,M
benet,M
benetta,F
bengt,M
beniamino,M
benita,F
benito,M
benjamen,M
benjamin,M
benji,M
benjie,M
benjy,M
benn,M
benner,M
bennett,M
benni,F
bennie,M,F
benny,M,F
benoit,M
benoite,F
benquasha,F
bensen,M
benson,M
bent,M
bente,F
bentlee,M
bentley,M
benton,M
benyamin,M
ber,M
berangèr,F
berenger,M
berenice,F
beret,F
bergan,M
bergen,M
bergess,M
berget,F
bergin,M
beriszl,M
berit,F
berk,M
berke,M
berkeley,M
berkie,M
berkley,M
berkly,M
berky,M
bern,M,F
berna,F
bernadene,F
bernadete,F
bernadett,F
bernadette,F
bernadina,F
bernadine,F
bernard,M
bernarda,F
bernardina,F
bernardine,F
bernardo,M
bernarr,M
bernd,M
berndt,M
berne,M
berneice,F
bernelle,F
bernete,F
bernetta,F
bernette,F
bernhard,M
bernhardt,M
berni,F
bernice,F
bernie,M,F
berniece,F
bernino,M
bernita,F
berny,M,F
berri,F
berrie,F
berry,M,F
bersh,M
bert,M,F
berta,F
berte,F
bertel,M
bertha,F
berthe,F
berthold,M
bertholt,M
berti,M,F
bertie,M,F
bertil,M
bertina,F
bertine,F
bertl,M
bertol,M
bertold,M
bertolt,M
berton,M
bertram,M
bertrand,M
bertrando,M
bertrem,M
berty,M,F
beryl,M,F
beryle,F
besnik,M
bess,F
bessie,F
bessy,F
beta,F
beth,F
bethanie,F
bethann,F
bethanne,F
bethannie,F
bethany,F
bethel,F
bethena,F
betheny,F
bethesda,F
bethina,F
bethshaya,F
betsey,F
betsy,F
betta,F
bette,F
bette-ann,F
betteann,F
betteanne,F
betti,F
bettie,F
bettina,F
bettine,F
betty,F
bettyann,F
bettye,F
beula,F
beulah,F
bev,M,F
beval,M
bevan,M,F
beverely,M,F
beverie,F
beverlee,F
beverley,M,F
beverlie,F
beverly,M,F
bevin,M,F
bevis,M,F
bevon,M
bevvy,F
beyers,M
beñat,M
bhagini,F
bhagirath,M
bharat,M
bharati,F
bhaskar,M
bhavesh,M
bhavin,M
bhavya,M,F
bhayana,F
bhim,M
bhishma,M
bhoomi,F
bhrigu,M
bhudev,M
bhumi,F
bhupen,M
bhupendra,M
bhuvan,M
biagio,M
bialy,M
bian,F
bianca,F
biancha,F
bianka,F
bibbie,F
bibby,F
bibbye,F
bibi,F
biddie,F
biddy,F
bidget,F
bienchen,F
biene,F
bijal,F
bijou,M
bil,M
bilal,M
bili,F
bill,M,F
billi,F
billie,M,F
billy,M,F
billye,F
bin,M
bina,F
bindiya,F
bing,M
bingham,M
binghampton,M
binghamton,M
bini,F
bink,M
binky,M
binni,F
binnie,F
binny,F
binty,F
birch,M
bird,F
birdie,F
birget,F
birgit,F
birgitta,F
birk,M
birke,M
birkita,F
biron,M
birth,M,F
bishop,M
bitalo,M
bjarne,M
bjorn,M
bjorne,M
björn,M
blachard,M
blade,M
bladen,M
blain,M
blaine,M
blair,M,F
blaire,M,F
blaise,M
blake,M,F
blakelee,F
blakeley,M,F
blanca,F
blanch,F
blancha,F
blanche,F
blanco,M
blanda,F
blane,M
blase,M
blayne,M
blaz,M
blaze,M
blenda,F
blinda,F
blinn,F
blinni,F
blinnie,F
blinny,F
blis,M
bliss,F
blisse,F
blithe,F
blondell,F
blondelle,F
blondie,F
blondy,F
blossom,F
bluma,F
bly,F
blythe,F
bo,M,F
bo-bae,F
boa,M,F
bob,M
bobbe,F
bobbee,F
bobbette,F
bobbi,F
bobbie,M,F
bobby,M,F
bobbye,F
bobette,F
bobina,F
bobine,F
bobinette,F
bod,M
boden,M
bodony,M
bodor,M
bogart,M
bogdan,M
bogdana,F
bogey,M
boglárka,F
bohdana,F
boigie,M
bok,F
bolton,M
bona,F
bonamy,F
bond,M
bondie,M
bondon,M
bondy,M
bone,M
bong,F
boni,F
boniface,M,F
bonita,F
bonnee,F
bonni,F
bonnibelle,F
bonnie,F
bonny,F
bono,M
booker,M
boone,M
boonie,M
boony,M
boot,M
boote,M
booth,M
boothe,M
bord,M
bordan,M
borden,M
bordie,M
bordy,M
borg,M
borgny,F
boris,M
bors,M
borys,M
bos,M
boswell,M
bosworth,M
botan,M
botond,M
bourke,M
bowen,M
bowie,M
bowman,M
boy,M
boyan,M
boyce,M
boycey,M
boycie,M
boyd,M
boyden,M
bracha,F
brad,M
bradan,M
brade,M
braden,M
bradford,M
bradley,M
bradly,M
bradney,M
brady,M
braeden,M
braedon,M
braham,M
brahn,M
brahnan,M
brahni,M
braid,M
brain,M
bram,M
bramwell,M
bran,M
brana,F
branch,M
brand,M
branda,F
brandais,F
brande,F
brandea,F
brandee,F
brandeis,M
branden,M
brander,M
brandi,F
brandice,F
brandie,F
brandise,F
brandon,M,F
brandt,M
brandtr,M
brandy,M,F
brandyn,M
branford,M
branka,F
branko,M
brann,F
brannon,M
brant,M
brantley,M
branwell,M
braxton,M
bray,M
brayden,M
brayton,M
braz,M
brazil,M
breana,F
breann,F
breanna,F
breanne,F
brear,F
bree,F
breena,F
bren,M,F
brena,F
brencis,M
brenda,F
brendan,M
